news_id,date,stock,name,sector,language,headline,content,event_type,true_label
N001265,2016-01-15,BEXIMCO,BEXIMCO Limited,Conglomerate,en,BEXIMCO Limited swings to loss on weak demand,"BEXIMCO Limited swung to a loss in Q4 as rising input costs and weaker demand eroded margins. Revenue fell 30% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N000138,2026-06-23,DBBL,Dutch-Bangla Bank PLC,Bank,en,"Dutch-Bangla Bank PLC holds AGM, discusses future investments","At its AGM, Dutch-Bangla Bank PLC discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N001133,2018-05-11,UNILEVER,Unilever Consumer Care,Consumer,bn,Unilever Consumer Care দুটি কারখানা বন্ধ করেছে,Unilever Consumer Care দুটি কারখানা বন্ধ করেছে,expansion,negative
N000843,2013-04-11,ROBI,Robi Axiata Limited,Telecom,en,Audit flags irregularities at Robi Axiata Limited,"Robi Axiata Limited swung to a loss in Q2 as rising input costs and weaker demand eroded margins. Revenue fell 28% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N001167,2012-05-29,BATBC,British American Tobacco Bangladesh,Tobacco,en,British American Tobacco Bangladesh cuts dividend by 18% to preserve capital,"British American Tobacco Bangladesh will not declare a dividend this year, the board announced, citing a 10% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N001006,2020-12-01,LAFARGECEM,LafargeHolcim Bangladesh,Cement,en,DSEX plunges on global market rout,DSEX plunged in tandem with regional markets as global risk-off sentiment triggered selling across emerging markets. Concerns over inflation at 40% and a weaker taka added to the pressure on Bangladeshi equities.,macro,negative
N000975,2016-12-30,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,Heidelberg Cement Bangladesh skips dividend amid cash crunch,"Heidelberg Cement Bangladesh will not declare a dividend this year, the board announced, citing a 30% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N000097,2011-11-02,BRACBANK,BRAC Bank Limited,Bank,bn,ঋণ খেলাপির গুজবে BRAC Bank Limited এর শেয়ার নিম্ন সার্কিটে,ঋণ খেলাপির গুজবে BRAC Bank Limited এর শেয়ার নিম্ন সার্কিটে,scandal,negative
N000709,2017-10-05,GP,Grameenphone Limited,Telecom,bn,ঋণ খেলাপির গুজবে Grameenphone Limited এর শেয়ার নিম্ন সার্কিটে,ঋণ খেলাপির গুজবে Grameenphone Limited এর শেয়ার নিম্ন সার্কিটে,scandal,negative
N000532,2012-02-02,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,"Square Pharmaceuticals PLC declares higher EPS, shares trade at premium","Square Pharmaceuticals PLC reported Q3 earnings that beat analyst estimates by 15%, driven by stronger-than-expected demand in the core pharma segment. Management attributed the performance to improved margins and a 15% rise in revenue, and said it expects the momentum to continue next quarter.",earnings,positive
N000388,2019-02-27,NCCBANK,National Credit & Commerce Bank,Bank,bn,National Credit & Commerce Bank মূলধন সংরক্ষণে লভ্যাংশ 35% কমিয়েছে,National Credit & Commerce Bank মূলধন সংরক্ষণে লভ্যাংশ 35% কমিয়েছে,dividend,negative
N000006,2014-10-30,BANKASIA,Bank Asia Limited,Bank,en,Bank Asia Limited unveils Tk250 crore expansion plant,"Bank Asia Limited unveiled plans to invest Tk200 crore in a new bank facility expected to create 200 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N000306,2021-08-21,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,Mutual Trust Bank Limited Q3 profit slumps 12% as costs soar,"Mutual Trust Bank Limited swung to a loss in Q3 as rising input costs and weaker demand eroded margins. Revenue fell 25% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N000567,2019-10-18,RENATA,Renata Limited,Pharma,en,Regulator probes Renata Limited for insider trading,The Renata Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000034,2019-02-15,BANKASIA,Bank Asia Limited,Bank,en,Bank Asia Limited board approves financial statements,"Bank Asia Limited is scheduled to release its Q1 financial results next week. The board has approved the financial statements for submission to the regulator and a press release will follow, the company secretary said.",earnings,neutral
N000055,2017-06-23,BRACBANK,BRAC Bank Limited,Bank,en,DSEX plunges on global market rout,DSEX plunged in tandem with regional markets as global risk-off sentiment triggered selling across emerging markets. Concerns over inflation at 18% and a weaker taka added to the pressure on Bangladeshi equities.,macro,negative
N000796,2015-08-08,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,Bangladesh Submarine Cable Company টাকা 100 কোটি টাকার নতুন কারখানা উদ্বোধন,Bangladesh Submarine Cable Company টাকা 100 কোটি টাকার নতুন কারখানা উদ্বোধন,expansion,positive
N000084,2019-12-05,BRACBANK,BRAC Bank Limited,Bank,bn,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,regulatory,neutral
N001462,2024-10-11,DSEX,DSE Broad Index,Index,en,DSE Broad Index cleared by ACC in corruption probe,DSE Broad Index secured Bangladesh Bank approval to launch a new product in the index segment. The clearance comes after a year-long review process and the company plans a phased rollout beginning next month.,regulatory,positive
N000123,2020-07-10,DBBL,Dutch-Bangla Bank PLC,Bank,bn,Dutch-Bangla Bank PLC টাকা 50 কোটি টাকার নতুন কারখানা উদ্বোধন,Dutch-Bangla Bank PLC টাকা 50 কোটি টাকার নতুন কারখানা উদ্বোধন,expansion,positive
N001402,2025-02-26,CUSTOMERS,Customer's Care PLC,Services,en,Customer's Care PLC misses revenue forecasts for third straight quarter,"Customer's Care PLC swung to a loss in Q1 as rising input costs and weaker demand eroded margins. Revenue fell 40% year-on-year and operating expenses climbed, prompting management to defer expansion plans and review costs.",earnings,negative
N000172,2017-10-01,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,"Dutch-Bangla Bank PLC holds AGM, discusses future investments","At its AGM, Dutch-Bangla Bank PLC discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N000527,2016-07-15,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,"Square Pharmaceuticals PLC holds AGM, discusses future investments","At its AGM, Square Pharmaceuticals PLC discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N000399,2011-01-10,NCCBANK,National Credit & Commerce Bank,Bank,en,National Credit & Commerce Bank secures central bank approval for new product,National Credit & Commerce Bank secured Bangladesh Bank approval to launch a new product in the bank segment. The clearance comes after a year-long review process and the company plans a phased rollout beginning next month.,regulatory,positive
N000848,2024-04-26,ROBI,Robi Axiata Limited,Telecom,en,Robi Axiata Limited signs MoU for new production line,"Robi Axiata Limited unveiled plans to invest Tk50 crore in a new telecom facility expected to create 500 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N000841,2021-01-26,ROBI,Robi Axiata Limited,Telecom,bn,Robi Axiata Limited মূলধন সংরক্ষণে লভ্যাংশ 18% কমিয়েছে,Robi Axiata Limited মূলধন সংরক্ষণে লভ্যাংশ 18% কমিয়েছে,dividend,negative
N000040,2018-12-30,BANKASIA,Bank Asia Limited,Bank,en,Bank Asia Limited skips dividend amid cash crunch,"Bank Asia Limited will not declare a dividend this year, the board announced, citing a 22% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N001016,2017-06-08,LAFARGECEM,LafargeHolcim Bangladesh,Cement,en,LafargeHolcim Bangladesh faces tax evasion charges,The LafargeHolcim Bangladesh CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000568,2023-03-18,RENATA,Renata Limited,Pharma,en,Renata Limited shares hit lower circuit on loan default rumours,The Renata Limited CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000139,2025-02-14,DBBL,Dutch-Bangla Bank PLC,Bank,en,BSEC issues new disclosure rules affecting Dutch-Bangla Bank PLC,BSEC has issued new disclosure rules that will affect how Dutch-Bangla Bank PLC reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N001074,2013-11-29,MARICO,Marico Bangladesh Limited,Consumer,bn,Marico Bangladesh Limited পরবর্তী সপ্তাহে Q4 ফলাফল প্রকাশ করবে,Marico Bangladesh Limited পরবর্তী সপ্তাহে Q4 ফলাফল প্রকাশ করবে,earnings,neutral
